Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
5692,Dhaka,1997,5,36.2,24.6,151,77,0.8,3.5,7.6,41923,540098.6,629248.4,23.78,90.39,9,1997.05,0
5693,Dhaka,1997,6,35.5,25.8,249,82,1,5.8,5.6,41923,540098.6,629248.4,23.78,90.39,9,1997.06,0
5694,Dhaka,1997,7,34.4,26.4,549,86,0.7,6.2,4.1,41923,540098.6,629248.4,23.78,90.39,9,1997.07,0
5695,Dhaka,1997,8,37.5,26.6,230,84,0.6,6,4.8,41923,540098.6,629248.4,23.78,90.39,9,1997.08,0
5696,Dhaka,1997,9,34,25.5,402,86,0.5,5.9,4.5,41923,540098.6,629248.4,23.78,90.39,9,1997.09,0
5697,Dhaka,1997,10,34,22.2,39,78,0.1,2.4,8.5,41923,540098.6,629248.4,23.78,90.39,9,1997.1,0
5698,Dhaka,1997,11,33.7,18.9,1,75,0.2,2.3,6.2,41923,540098.6,629248.4,23.78,90.39,9,1997.11,0
5699,Dhaka,1997,12,29,14.5,22,80,0.2,2.6,5.6,41923,540098.6,629248.4,23.78,90.39,9,1997.12,0
5700,Dhaka,1998,1,27.3,12.7,49,77,0.3,3.2,4,41923,540098.6,629248.4,23.78,90.39,9,1998.01,0
5701,Dhaka,1998,2,30.8,16.1,4,68,0.3,2.4,6.1,41923,540098.6,629248.4,23.78,90.39,9,1998.02,0
5702,Dhaka,1998,3,34.8,18.3,83,64,0.4,2.7,8.1,41923,540098.6,629248.4,23.78,90.39,9,1998.03,0
5703,Dhaka,1998,4,35.7,22.9,178,75,0.6,3.7,7.3,41923,540098.6,629248.4,23.78,90.39,9,1998.04,0
5704,Dhaka,1998,5,37.5,25.3,405,78,0.8,5.1,5.8,41923,540098.6,629248.4,23.78,90.39,9,1998.05,0
5705,Dhaka,1998,6,35.8,28.1,91,81,1.3,5.5,6.8,41923,540098.6,629248.4,23.78,90.39,9,1998.06,0
5706,Dhaka,1998,7,34.1,26.4,521,87,0.9,6.8,2.8,41923,540098.6,629248.4,23.78,90.39,9,1998.07,0
5707,Dhaka,1998,8,34.6,26.8,552,86,0.5,6.3,3.6,41923,540098.6,629248.4,23.78,90.39,9,1998.08,0
5708,Dhaka,1998,9,36.2,26.3,246,85,0.4,5,4.3,41923,540098.6,629248.4,23.78,90.39,9,1998.09,0
5709,Dhaka,1998,10,35.7,25.4,100,82,0.3,3.8,5.8,41923,540098.6,629248.4,23.78,90.39,9,1998.1,0
5710,Dhaka,1998,11,33.6,20.6,83,78,0.3,2.6,7.4,41923,540098.6,629248.4,23.78,90.39,9,1998.11,0
5711,Dhaka,1998,12,30.3,14.8,0,77,0.2,0.4,7.9,41923,540098.6,629248.4,23.78,90.39,9,1998.12,0
5712,Dhaka,1999,1,29.4,12.7,0,72,0.3,0.6,7.2,41923,540098.6,629248.4,23.78,90.39,9,1999.01,0
5713,Dhaka,1999,2,34.2,16.5,0,65,0.4,0.9,7.5,41923,540098.6,629248.4,23.78,90.39,9,1999.02,0
5714,Dhaka,1999,3,37.6,21,0,57,0.6,1.3,8.3,41923,540098.6,629248.4,23.78,90.39,9,1999.03,0
5715,Dhaka,1999,4,37.6,26,21,69,0.9,3,8.4,41923,540098.6,629248.4,23.78,90.39,9,1999.04,0
5716,Dhaka,1999,5,37.5,25.1,428,79,0.9,5.2,5.5,41923,540098.6,629248.4,23.78,90.39,9,1999.05,0
5717,Dhaka,1999,6,36.6,26.5,348,83,0.8,6.1,5,41923,540098.6,629248.4,23.78,90.39,9,1999.06,0
5718,Dhaka,1999,7,35.6,26.2,553,86,0.6,6.7,3.9,41923,540098.6,629248.4,23.78,90.39,9,1999.07,0
5719,Dhaka,1999,8,34,26.4,282,84,0.6,6.7,3.8,41923,540098.6,629248.4,23.78,90.39,9,1999.08,0
5720,Dhaka,1999,9,34.6,25.9,361,84,0.4,5.9,3.5,41923,540098.6,629248.4,23.78,90.39,9,1999.09,0
5721,Dhaka,1999,10,34.6,24.5,368,83,0.3,5.1,5.2,41923,540098.6,629248.4,23.78,90.39,9,1999.1,0
5722,Dhaka,1999,11,32.4,19,13,76,0.1,1.6,8.3,41923,540098.6,629248.4,23.78,90.39,9,1999.11,0
5723,Dhaka,1999,12,29.7,14.9,0,71,0.3,0.8,7.4,41923,540098.6,629248.4,23.78,90.39,9,1999.12,0
5724,Dhaka,2000,1,28.7,14,13,72,0.5,0.9,6.1,41923,540098.6,629248.4,23.78,90.39,9,2000.01,0
5725,Dhaka,2000,2,28.2,16.2,44,61,0.6,3.2,5.8,41923,540098.6,629248.4,23.78,90.39,9,2000.02,0
5726,Dhaka,2000,3,34,20.7,172,63,0.8,2.8,8.5,41923,540098.6,629248.4,23.78,90.39,9,2000.03,0
5727,Dhaka,2000,4,35.1,23.5,189,73,1.5,3.9,8.4,41923,540098.6,629248.4,23.78,90.39,9,2000.04,0
5728,Dhaka,2000,5,36.6,24.1,471,78,0.9,5.5,5.2,41923,540098.6,629248.4,23.78,90.39,9,2000.05,0
5729,Dhaka,2000,6,35.2,25.5,192,80,1,6.1,4.6,41923,540098.6,629248.4,23.78,90.39,9,2000.06,0
5730,Dhaka,2000,7,35.2,26.5,200,80,1,6.2,5,41923,540098.6,629248.4,23.78,90.39,9,2000.07,0
5731,Dhaka,2000,8,35,26.4,426,81,1,6.3,4.7,41923,540098.6,629248.4,23.78,90.39,9,2000.08,0
5732,Dhaka,2000,9,34.4,25.8,214,81,0.7,5.7,4.6,41923,540098.6,629248.4,23.78,90.39,9,2000.09,0
5733,Dhaka,2000,10,34.9,24.4,272,82,0.6,3.8,5.8,41923,540098.6,629248.4,23.78,90.39,9,2000.1,0
5734,Dhaka,2000,11,32.5,20.2,0,73,0.2,1.2,8.1,41923,540098.6,629248.4,23.78,90.39,9,2000.11,0
5735,Dhaka,2000,12,27.3,15.1,0,69,0.3,0.9,8.2,41923,540098.6,629248.4,23.78,90.39,9,2000.12,0
5736,Dhaka,2001,1,28,13,0,63,0.6,0.6,7.9,41923,540098.6,629248.4,23.78,90.39,9,2001.01,0
5737,Dhaka,2001,2,31.4,16.9,1,62,0.5,1.4,7.2,41923,540098.6,629248.4,23.78,90.39,9,2001.02,0
5738,Dhaka,2001,3,35.8,20.7,33,56,0.8,2,8.7,41923,540098.6,629248.4,23.78,90.39,9,2001.03,0
5739,Dhaka,2001,4,37.5,24.7,46,67,1.6,3.5,8.6,41923,540098.6,629248.4,23.78,90.39,9,2001.04,0
5740,Dhaka,2001,5,35,24.2,402,79,1.2,4.9,6.1,41923,540098.6,629248.4,23.78,90.39,9,2001.05,0
5741,Dhaka,2001,6,33.8,25.5,392,84,1.4,6.5,3.5,41923,540098.6,629248.4,23.78,90.39,9,2001.06,0
5742,Dhaka,2001,7,34,25.9,202,82,1.8,6.5,4.6,41923,540098.6,629248.4,23.78,90.39,9,2001.07,0
5743,Dhaka,2001,8,34,25.2,205,82,0.9,6.3,5.1,41923,540098.6,629248.4,23.78,90.39,9,2001.08,0
5744,Dhaka,2001,9,34.2,24.3,209,83,0.8,5.8,4.6,41923,540098.6,629248.4,23.78,90.39,9,2001.09,0
5745,Dhaka,2001,10,34.8,22.8,177,81,0.4,4.9,5.6,41923,540098.6,629248.4,23.78,90.39,9,2001.1,0
5746,Dhaka,2001,11,32,19.3,18,78,0.3,3.1,6.4,41923,540098.6,629248.4,23.78,90.39,9,2001.11,0
5747,Dhaka,2001,12,28.4,14.9,0,75,0.4,1,7.2,41923,540098.6,629248.4,23.78,90.39,9,2001.12,0
5748,Dhaka,2002,1,28.2,14.6,24,68,0.5,1.7,7.4,41923,540098.6,629248.4,23.78,90.39,9,2002.01,0
5749,Dhaka,2002,2,33.5,16.7,4,58,0.7,1,8.8,41923,540098.6,629248.4,23.78,90.39,9,2002.02,0
5750,Dhaka,2002,3,35.5,20.3,51,58,1,2.6,7.8,41923,540098.6,629248.4,23.78,90.39,9,2002.03,0
5751,Dhaka,2002,4,34.3,22.4,111,73,1.8,4.6,8.2,41923,540098.6,629248.4,23.78,90.39,9,2002.04,0
5752,Dhaka,2002,5,35.4,23.9,272,79,1.2,5.8,5.6,41923,540098.6,629248.4,23.78,90.39,9,2002.05,0
5753,Dhaka,2002,6,34.4,25.8,373,84,1.3,6.7,2.5,41923,540098.6,629248.4,23.78,90.39,9,2002.06,0
5754,Dhaka,2002,7,35.2,25.2,446,85,1.1,7,1.8,41923,540098.6,629248.4,23.78,90.39,9,2002.07,0
5755,Dhaka,2002,8,34.1,25.3,272,82,1,6.6,4.3,41923,540098.6,629248.4,23.78,90.39,9,2002.08,0
5756,Dhaka,2002,9,35,25.3,144,79,0.8,5.7,5.5,41923,540098.6,629248.4,23.78,90.39,9,2002.09,0
5757,Dhaka,2002,10,34.2,23,52,75,0.4,4.1,6.7,41923,540098.6,629248.4,23.78,90.39,9,2002.1,0
5758,Dhaka,2002,11,32,19.8,40,74,0.5,3.1,6.6,41923,540098.6,629248.4,23.78,90.39,9,2002.11,0
5759,Dhaka,2002,12,29.5,16,0,74,0.5,1.1,6.3,41923,540098.6,629248.4,23.78,90.39,9,2002.12,0
5760,Dhaka,2003,1,27.5,11.7,0,75,1.1,1.8,5.2,41923,540098.6,629248.4,23.78,90.39,9,2003.01,0
5761,Dhaka,2003,2,31.6,16.9,25,66,0.9,1.9,7.4,41923,540098.6,629248.4,23.78,90.39,9,2003.02,0
5762,Dhaka,2003,3,34,19.4,96,65,1.3,2.6,7.2,41923,540098.6,629248.4,23.78,90.39,9,2003.03,0
5763,Dhaka,2003,4,36.2,24.1,123,71,2.2,4.4,8,41923,540098.6,629248.4,23.78,90.39,9,2003.04,0
5764,Dhaka,2003,5,36.3,24.4,140,73,1.9,5,7.4,41923,540098.6,629248.4,23.78,90.39,9,2003.05,0
5765,Dhaka,2003,6,36.7,25.8,473,82,2,6.6,2.1,41923,540098.6,629248.4,23.78,90.39,9,2003.06,0
5766,Dhaka,2003,7,35.3,26.4,191,80,1.9,6.2,5,41923,540098.6,629248.4,23.78,90.39,9,2003.07,0
5767,Dhaka,2003,8,35.1,26.6,202,79,1.6,5.9,5.7,41923,540098.6,629248.4,23.78,90.39,9,2003.08,0
5768,Dhaka,2003,9,34.2,24.9,264,83,1,5.9,3.7,41923,540098.6,629248.4,23.78,90.39,9,2003.09,0
5769,Dhaka,2003,10,34,25,134,81,0.7,5.2,4.7,41923,540098.6,629248.4,23.78,90.39,9,2003.1,0
5770,Dhaka,2003,11,32.1,19.4,0,67,0.3,0.8,8.3,41923,540098.6,629248.4,23.78,90.39,9,2003.11,0
5771,Dhaka,2003,12,29.2,16.4,45,73,0.5,2.3,5.9,41923,540098.6,629248.4,23.78,90.39,9,2003.12,0
5772,Dhaka,2004,1,27.5,14,0,74,0.8,2.3,5.3,41923,540098.6,629248.4,23.78,90.39,9,2004.01,0
5773,Dhaka,2004,2,32.8,16,0,61,0.8,1.1,7.6,41923,540098.6,629248.4,23.78,90.39,9,2004.02,0
5774,Dhaka,2004,3,35.7,22.4,9,63,1.6,3,7.6,41923,540098.6,629248.4,23.78,90.39,9,2004.03,0
5775,Dhaka,2004,4,35.2,23.9,167,73,2,5.2,6.5,41923,540098.6,629248.4,23.78,90.39,9,2004.04,0
5776,Dhaka,2004,5,38.1,26.3,162,68,1.9,4.7,7.8,41923,540098.6,629248.4,23.78,90.39,9,2004.05,0
5777,Dhaka,2004,6,35.2,25,476,82,1.4,6.1,2.9,41923,540098.6,629248.4,23.78,90.39,9,2004.06,0
5778,Dhaka,2004,7,34.5,25.4,295,82,1.8,6.6,3.8,41923,540098.6,629248.4,23.78,90.39,9,2004.07,0
5779,Dhaka,2004,8,34.6,26.5,191,79,1.7,6.3,5.6,41923,540098.6,629248.4,23.78,90.39,9,2004.08,0
5780,Dhaka,2004,9,34,25.5,839,86,1.3,6.3,2.7,41923,540098.6,629248.4,23.78,90.39,9,2004.09,0
5781,Dhaka,2004,10,34.5,23.3,208,75,0.9,3.3,6.6,41923,540098.6,629248.4,23.78,90.39,9,2004.1,0
5782,Dhaka,2004,11,31.1,18.6,0,70,0.3,1.2,7.8,41923,540098.6,629248.4,23.78,90.39,9,2004.11,0
5783,Dhaka,2004,12,29.4,16.2,0,71,0.3,1.2,6.7,41923,540098.6,629248.4,23.78,90.39,9,2004.12,0
5784,Dhaka,2005,1,28.5,14.2,1,69,0.9,1.9,6.3,41923,540098.6,629248.4,23.78,90.39,9,2005.01,0
5785,Dhaka,2005,2,32.1,18.3,3,61,1.1,1.7,7.9,41923,540098.6,629248.4,23.78,90.39,9,2005.02,0
5786,Dhaka,2005,3,35.6,22.4,155,67,1.5,3.5,7,41923,540098.6,629248.4,23.78,90.39,9,2005.03,0
5787,Dhaka,2005,4,37,24.1,91,67,1.5,3.9,8.4,41923,540098.6,629248.4,23.78,90.39,9,2005.04,0
5788,Dhaka,2005,5,36.4,24.2,291,74,1.9,4.6,7.8,41923,540098.6,629248.4,23.78,90.39,9,2005.05,0
5789,Dhaka,2005,6,36.6,26.8,259,80,1.5,5.4,3.2,41923,540098.6,629248.4,23.78,90.39,9,2005.06,0
5790,Dhaka,2005,7,33.7,25.8,542,82,1.5,6.5,4,41923,540098.6,629248.4,23.78,90.39,9,2005.07,0
5791,Dhaka,2005,8,34,26.7,361,83,1.1,6.7,3.5,41923,540098.6,629248.4,23.78,90.39,9,2005.08,0
5792,Dhaka,2005,9,35.1,26,514,82,0.8,5.9,4.8,41923,540098.6,629248.4,23.78,90.39,9,2005.09,0
5793,Dhaka,2005,10,34.6,24.4,417,81,0.8,5,4.6,41923,540098.6,629248.4,23.78,90.39,9,2005.1,0
5794,Dhaka,2005,11,31.4,19.8,3,73,0.4,1.5,6.6,41923,540098.6,629248.4,23.78,90.39,9,2005.11,0
5795,Dhaka,2005,12,29,15.7,0,67,0.6,1.3,7,41923,540098.6,629248.4,23.78,90.39,9,2005.12,0
5796,Dhaka,2006,1,28.2,13.5,0,69,0.7,0.6,5.3,41923,540098.6,629248.4,23.78,90.39,9,2006.01,0
5797,Dhaka,2006,2,35.9,19.4,0,66,0.9,1.1,6.1,41923,540098.6,629248.4,23.78,90.39,9,2006.02,0
5798,Dhaka,2006,3,38.5,21.9,0,54,0.9,2,7.3,41923,540098.6,629248.4,23.78,90.39,9,2006.03,0
5799,Dhaka,2006,4,37.1,23.8,181,68,1.4,4.3,7.8,41923,540098.6,629248.4,23.78,90.39,9,2006.04,0
5800,Dhaka,2006,5,36.8,25,185,73,1.1,4.9,6.5,41923,540098.6,629248.4,23.78,90.39,9,2006.05,0
5801,Dhaka,2006,6,35,26.1,326,82,0.6,6.6,2.1,41923,540098.6,629248.4,23.78,90.39,9,2006.06,0
5802,Dhaka,2006,7,35.6,26.7,331,80,0.8,6.7,4.8,41923,540098.6,629248.4,23.78,90.39,9,2006.07,0
5803,Dhaka,2006,8,35.2,26.5,167,78,1.5,6.1,6.2,41923,540098.6,629248.4,23.78,90.39,9,2006.08,0
5804,Dhaka,2006,9,35.7,25.8,663,81,1,5.6,5.1,41923,540098.6,629248.4,23.78,90.39,9,2006.09,0
5805,Dhaka,2006,10,34.7,24.7,61,77,0.3,3.7,5.1,41923,540098.6,629248.4,23.78,90.39,9,2006.1,0
5806,Dhaka,2006,11,32.6,19.9,5,69,0.4,2.5,6,41923,540098.6,629248.4,23.78,90.39,9,2006.11,0
5807,Dhaka,2006,12,30.1,15.8,0,70,0.4,0.5,5.5,41923,540098.6,629248.4,23.78,90.39,9,2006.12,0
5808,Dhaka,2007,1,28.8,12.5,0,68,0.5,0.6,5.7,41923,540098.6,629248.4,23.78,90.39,9,2007.01,0
5809,Dhaka,2007,2,30.8,16.8,30,69,0.6,2.3,5.7,41923,540098.6,629248.4,23.78,90.39,9,2007.02,0
5810,Dhaka,2007,3,36.7,19.6,11,55,1,1.4,8.2,41923,540098.6,629248.4,23.78,90.39,9,2007.03,0
5811,Dhaka,2007,4,35.9,23.7,163,70,1.4,4.3,6.4,41923,540098.6,629248.4,23.78,90.39,9,2007.04,0
5812,Dhaka,2007,5,37.5,25.9,185,71,1,4.4,7.8,41923,540098.6,629248.4,23.78,90.39,9,2007.05,0
5813,Dhaka,2007,6,35.9,25.5,628,81,1.2,6.3,4.7,41923,540098.6,629248.4,23.78,90.39,9,2007.06,0
5814,Dhaka,2007,7,34.8,25.8,753,85,1,6.9,3.3,41923,540098.6,629248.4,23.78,90.39,9,2007.07,0
5815,Dhaka,2007,8,35.9,26.4,505,81,0.9,6.1,4.9,41923,540098.6,629248.4,23.78,90.39,9,2007.08,0
5816,Dhaka,2007,9,34.9,26.5,179,81,1,6.3,3,41923,540098.6,629248.4,23.78,90.39,9,2007.09,0
5817,Dhaka,2007,10,35.6,23.8,320,79,0.7,4.3,5.2,41923,540098.6,629248.4,23.78,90.39,9,2007.1,0
5818,Dhaka,2007,11,31.8,19.9,111,78,0.7,2.3,5.7,41923,540098.6,629248.4,23.78,90.39,9,2007.11,0
5819,Dhaka,2007,12,28.2,15,0,70,0.6,1,5.5,41923,540098.6,629248.4,23.78,90.39,9,2007.12,0
5820,Dhaka,2008,1,29,14.5,23,70,0.9,2.1,4.7,41923,540098.6,629248.4,23.78,90.39,9,2008.01,0
5821,Dhaka,2008,2,30.6,15.2,56,62,0.8,1.8,6.6,41923,540098.6,629248.4,23.78,90.39,9,2008.02,0
5822,Dhaka,2008,3,34.6,22,45,68,1.1,3.8,5.9,41923,540098.6,629248.4,23.78,90.39,9,2008.03,0
5823,Dhaka,2008,4,36.9,24.5,91,65,1.3,2.8,8.5,41923,540098.6,629248.4,23.78,90.39,9,2008.04,0
5824,Dhaka,2008,5,36.7,24.9,205,71,1.3,4.6,7.7,41923,540098.6,629248.4,23.78,90.39,9,2008.05,0
5825,Dhaka,2008,6,35.4,26.3,577,81,1.5,6.4,4.2,41923,540098.6,629248.4,23.78,90.39,9,2008.06,0
5826,Dhaka,2008,7,34,26.3,563,84,1.3,6.9,3.1,41923,540098.6,629248.4,23.78,90.39,9,2008.07,0
5827,Dhaka,2008,8,36,26.5,319,82,0.8,6.3,4,41923,540098.6,629248.4,23.78,90.39,9,2008.08,0
5828,Dhaka,2008,9,34.8,26.2,279,81,0.7,5.7,4.4,41923,540098.6,629248.4,23.78,90.39,9,2008.09,0
5829,Dhaka,2008,10,34.8,23.8,227,78,0.8,4,5.8,41923,540098.6,629248.4,23.78,90.39,9,2008.1,0
5830,Dhaka,2008,11,32.3,19,0,70,0.3,1.3,8,41923,540098.6,629248.4,23.78,90.39,9,2008.11,0
5831,Dhaka,2008,12,29,16.9,0,80,0.4,1.6,3.9,41923,540098.6,629248.4,23.78,90.39,9,2008.12,0
5832,Dhaka,2009,1,28.1,14.8,1,72,1.9,0.5,5.7,41923,540098.6,629248.4,23.78,90.39,9,2009.01,0
5833,Dhaka,2009,2,33.9,17.3,1,55,2.5,0.7,8.7,41923,540098.6,629248.4,23.78,90.39,9,2009.02,0
5834,Dhaka,2009,3,36,21.4,43,53,2.4,2.2,7.3,41923,540098.6,629248.4,23.78,90.39,9,2009.03,0
5835,Dhaka,2009,4,39.6,25.9,14,66,3.1,3.1,8.3,41923,540098.6,629248.4,23.78,90.39,9,2009.04,0
5836,Dhaka,2009,5,37.8,25.2,168,72,2.4,4.8,6.8,41923,540098.6,629248.4,23.78,90.39,9,2009.05,0
5837,Dhaka,2009,6,36.5,26.7,170,75,1.6,5.8,5.6,41923,540098.6,629248.4,23.78,90.39,9,2009.06,0
5838,Dhaka,2009,7,35.7,26.7,676,80,1.7,6.6,4.7,41923,540098.6,629248.4,23.78,90.39,9,2009.07,0
5839,Dhaka,2009,8,34.3,26.3,482,82,1.4,6.6,3.9,41923,540098.6,629248.4,23.78,90.39,9,2009.08,0
5840,Dhaka,2009,9,35.3,26.3,298,81,1.1,5.6,4.1,41923,540098.6,629248.4,23.78,90.39,9,2009.09,0
5841,Dhaka,2009,10,35.8,24.2,74,73,0.9,3.3,6.2,41923,540098.6,629248.4,23.78,90.39,9,2009.1,0
5842,Dhaka,2009,11,33.9,20.2,4,67,0.8,2.2,6.7,41923,540098.6,629248.4,23.78,90.39,9,2009.11,0
5843,Dhaka,2009,12,29,15.4,0,70,1,0.7,4.8,41923,540098.6,629248.4,23.78,90.39,9,2009.12,0
5844,Dhaka,2010,1,29,12.8,0,72,2.7,0.5,5.7,41923,540098.6,629248.4,23.78,90.39,9,2010.01,0
5845,Dhaka,2010,2,31.2,16.2,48,57,2.9,1.5,6.7,41923,540098.6,629248.4,23.78,90.39,9,2010.02,0
5846,Dhaka,2010,3,37.3,23.3,22,59,3.1,2.6,8.3,41923,540098.6,629248.4,23.78,90.39,9,2010.03,0
5847,Dhaka,2010,4,37.9,26.4,37,67,4.1,4.7,7.3,41923,540098.6,629248.4,23.78,90.39,9,2010.04,0
5848,Dhaka,2010,5,36.9,25.9,177,72,3.2,5.5,6.7,41923,540098.6,629248.4,23.78,90.39,9,2010.05,0
5849,Dhaka,2010,6,35.8,26.7,308,79,2.9,6.4,3.4,41923,540098.6,629248.4,23.78,90.39,9,2010.06,0
5850,Dhaka,2010,7,35.1,27.4,167,77,2.7,6.1,4.9,41923,540098.6,629248.4,23.78,90.39,9,2010.07,0
5851,Dhaka,2010,8,35.1,27.1,340,79,2.1,5.9,4.4,41923,540098.6,629248.4,23.78,90.39,9,2010.08,0
5852,Dhaka,2010,9,34,26.6,169,80,2.6,5.8,3.8,41923,540098.6,629248.4,23.78,90.39,9,2010.09,0
5853,Dhaka,2010,10,35.7,25.1,174,75,2,3.8,5.8,41923,540098.6,629248.4,23.78,90.39,9,2010.1,0
5854,Dhaka,2010,11,33.2,20.9,0,69,2.1,1.5,6.2,41923,540098.6,629248.4,23.78,90.39,9,2010.11,0
5855,Dhaka,2010,12,29.7,15.5,81,66,2.2,1.6,6.2,41923,540098.6,629248.4,23.78,90.39,9,2010.12,0
5856,Dhaka,2011,1,27.8,12.2,0,69,2.2,0.5,4.9,41923,540098.6,629248.4,23.78,90.39,9,2011.01,0
5857,Dhaka,2011,2,31,16.9,0,55,2.4,0.8,7.5,41923,540098.6,629248.4,23.78,90.39,9,2011.02,0
5858,Dhaka,2011,3,34.5,21.5,20,58,2.8,2.7,7,41923,540098.6,629248.4,23.78,90.39,9,2011.03,0
5859,Dhaka,2011,4,35.8,23.2,123,65,2.5,3.4,6.8,41923,540098.6,629248.4,23.78,90.39,9,2011.04,0
5860,Dhaka,2011,5,35.3,24.6,235,76,2.7,4.8,5.5,41923,540098.6,629248.4,23.78,90.39,9,2011.05,0
5861,Dhaka,2011,6,36,26.3,314,81,2.8,6.3,3.5,41923,540098.6,629248.4,23.78,90.39,9,2011.06,0
5862,Dhaka,2011,7,35.4,26.7,356,79,2.2,6.1,4.1,41923,540098.6,629248.4,23.78,90.39,9,2011.07,0
5863,Dhaka,2011,8,35,26.5,409,83,2,6.6,2.5,41923,540098.6,629248.4,23.78,90.39,9,2011.08,0
5864,Dhaka,2011,9,36.2,26.4,207,77,2.2,5.7,5.1,41923,540098.6,629248.4,23.78,90.39,9,2011.09,0
5865,Dhaka,2011,10,34.5,24.7,112,74,1.4,2.8,6.1,41923,540098.6,629248.4,23.78,90.39,9,2011.1,0
5866,Dhaka,2011,11,32.4,19.2,0,68,1.3,0.9,6,41923,540098.6,629248.4,23.78,90.39,9,2011.11,0
5867,Dhaka,2011,12,30,15,0,73,1.9,1.6,4.4,41923,540098.6,629248.4,23.78,90.39,9,2011.12,0
5868,Dhaka,2012,1,28.5,14.5,10,66,2.2,2.2,4.7,41923,540098.6,629248.4,23.78,90.39,9,2012.01,0
5869,Dhaka,2012,2,33,16,1,52,2.7,0.6,7.1,41923,540098.6,629248.4,23.78,90.39,9,2012.02,0
5870,Dhaka,2012,3,37.3,22.1,37,58,2.6,1.5,7.6,41923,540098.6,629248.4,23.78,90.39,9,2012.03,0
5871,Dhaka,2012,4,37.1,23.7,269,70,2.5,4,7.1,41923,540098.6,629248.4,23.78,90.39,9,2012.04,1
5872,Dhaka,2012,5,36.2,25.8,137,70,2.3,4.2,6.2,41923,540098.6,629248.4,23.78,90.39,9,2012.05,0
5873,Dhaka,2012,6,36.7,26.9,175,78,2.6,6.2,2.9,41923,540098.6,629248.4,23.78,90.39,9,2012.06,1
5874,Dhaka,2012,7,34.3,26.7,226,80,2.6,6.5,3.9,41923,540098.6,629248.4,23.78,90.39,9,2012.07,1
5875,Dhaka,2012,8,34.5,26.6,282,79,1.8,6.3,3.8,41923,540098.6,629248.4,23.78,90.39,9,2012.08,1
5876,Dhaka,2012,9,36.5,26.8,81,79,1.8,5.9,4,41923,540098.6,629248.4,23.78,90.39,9,2012.09,0
5877,Dhaka,2012,10,34.4,24.3,38,72,1.7,3.6,6,41923,540098.6,629248.4,23.78,90.39,9,2012.1,0
5878,Dhaka,2012,11,32.4,19.1,68,68,2,2.5,5.6,41923,540098.6,629248.4,23.78,90.39,9,2012.11,0
5879,Dhaka,2012,12,28.5,14.5,5,77,1.4,1.1,3,41923,540098.6,629248.4,23.78,90.39,9,2012.12,0
5880,Dhaka,2013,1,28.1,12.3,0,65,1.6,0.4,4.5,41923,540098.6,629248.4,23.78,90.39,9,2013.01,0
5881,Dhaka,2013,2,32.4,17.5,8,56,2.2,1.2,7,41923,540098.6,629248.4,23.78,90.39,9,2013.02,0
5882,Dhaka,2013,3,36,22.1,26,55,2.4,2,7.9,41923,540098.6,629248.4,23.78,90.39,9,2013.03,0
5883,Dhaka,2013,4,37,24.4,32,64,2.7,3.5,6.5,41923,540098.6,629248.4,23.78,90.39,9,2013.04,0
5884,Dhaka,2013,5,37.1,24.8,378,79,3,6.6,3.6,41923,540098.6,629248.4,23.78,90.39,9,2013.05,1
5885,Dhaka,2013,6,36.4,27.2,325,77,2.4,5.7,4.8,41923,540098.6,629248.4,23.78,90.39,9,2013.06,1
5886,Dhaka,2013,7,34.6,27,302,78,2.5,6.3,4.4,41923,540098.6,629248.4,23.78,90.39,9,2013.07,1
5887,Dhaka,2013,8,35,26.2,212,81,2.5,6.3,3.3,41923,540098.6,629248.4,23.78,90.39,9,2013.08,1
5888,Dhaka,2013,9,35.7,26.3,172,81,1.8,5.8,3.6,41923,540098.6,629248.4,23.78,90.39,9,2013.09,1
5889,Dhaka,2013,10,35.2,24.4,131,79,1.8,4.9,4.5,41923,540098.6,629248.4,23.78,90.39,9,2013.1,0
5890,Dhaka,2013,11,32.1,18.5,0,67,1.7,0.9,7,41923,540098.6,629248.4,23.78,90.39,9,2013.11,0
5891,Dhaka,2013,12,30.5,15.6,4,73,1.6,1.2,4.1,41923,540098.6,629248.4,23.78,90.39,9,2013.12,0
5892,Dinajpur,1948,1,28.9,10.4,0,60,0.624074074,1.3,5.572,41863,365790.2,834718,25.63,88.66,37,1948.01,0
5893,Dinajpur,1948,2,32.7,12.6,0,56,0.72962963,1.1,7.232,41863,365790.2,834718,25.63,88.66,37,1948.02,0
5894,Dinajpur,1948,3,37,17,0,44,1.007407407,1.5,8.076,41863,365790.2,834718,25.63,88.66,37,1948.03,0
5895,Dinajpur,1948,4,37.7,21.2,71,66,1.155555556,2.8,7.424,41863,365790.2,834718,25.63,88.66,37,1948.04,0
5896,Dinajpur,1948,5,36.8,23.5,244,82,1.027777778,4,6.848,41863,365790.2,834718,25.63,88.66,37,1948.05,1
5897,Dinajpur,1948,6,35.3,25.4,285,86,1.024074074,5.7,5.228,41863,365790.2,834718,25.63,88.66,37,1948.06,1
5898,Dinajpur,1948,7,33,25.9,442,87,0.955555556,6.3,4.288,41863,365790.2,834718,25.63,88.66,37,1948.07,1
